filename,width,height,class,xmin,ymin,xmax,ymax
motorcycle_997592.jpg,500,500,motorcycle,332.0,308.0,493.0,397.0
truck_105904.jpg,500,500,truck,258.0,107.0,412.0,228.0
motorcycle_293052.jpg,500,500,motorcycle,287.0,196.0,446.0,301.0
motorcycle_417090.jpg,500,500,motorcycle,60.0,183.0,214.0,267.0
taxi_7792.jpg,500,500,taxi,4.0,346.0,156.0,454.0
disabled_002.jpg,500,500,disabled,288.0,213.0,465.0,311.0
disabled_517.jpg,500,500,disabled,113.0,152.0,277.0,237.0
car-new_BXY-545.jpg,500,500,car-new,78.0,218.0,270.0,316.0
car-new_HXC-359.jpg,500,500,car-new,111.0,4.0,233.0,71.0
taxi_9804.jpg,500,500,taxi,64.0,13.0,241.0,107.0
taxi_4293.jpg,500,500,taxi,302.0,189.0,435.0,280.0
car-old_718923.jpg,500,500,car-old,34.0,206.0,204.0,303.0
car-old_499071.jpg,500,500,car-old,338.0,166.0,452.0,239.0
disabled_799.jpg,500,500,disabled,324.0,196.0,490.0,312.0
small-truck_632971.jpg,500,500,small-truck,277.0,183.0,454.0,273.0
disabled_874.jpg,500,500,disabled,123.0,116.0,304.0,200.0
car-new_VDY-701.jpg,500,500,car-new,53.0,309.0,240.0,424.0
disabled_377.jpg,500,500,disabled,17.0,302.0,190.0,398.0
disabled_803.jpg,500,500,disabled,236.0,362.0,389.0,436.0
truck_497435.jpg,500,500,truck,205.0,261.0,337.0,365.0
car-new_IUW-905.jpg,500,500,car-new,239.0,12.0,359.0,77.0
disabled_820.jpg,500,500,disabled,130.0,53.0,331.0,160.0
taxi_3227.jpg,500,500,taxi,74.0,60.0,224.0,150.0
taxi_2539.jpg,500,500,taxi,127.0,371.0,275.0,449.0
car-old_926097.jpg,500,500,car-old,93.0,150.0,272.0,290.0
truck_654078.jpg,500,500,truck,245.0,392.0,436.0,490.0
car-new_DEM-638.jpg,500,500,car-new,27.0,110.0,154.0,205.0
taxi_7957.jpg,500,500,taxi,77.0,162.0,180.0,239.0
small-truck_407728.jpg,500,500,small-truck,51.0,37.0,196.0,136.0
car-old_935137.jpg,500,500,car-old,208.0,124.0,350.0,209.0
truck_402725.jpg,500,500,truck,115.0,132.0,275.0,211.0
car-old_649562.jpg,500,500,car-old,13.0,75.0,192.0,164.0
car-new_EOI-511.jpg,500,500,car-new,43.0,279.0,145.0,357.0
small-truck_933028.jpg,500,500,small-truck,151.0,67.0,325.0,196.0
car-new_UHE-410.jpg,500,500,car-new,165.0,249.0,287.0,317.0
motorcycle_930121.jpg,500,500,motorcycle,251.0,227.0,439.0,345.0
disabled_641.jpg,500,500,disabled,85.0,364.0,297.0,462.0
truck_072903.jpg,500,500,truck,259.0,199.0,433.0,303.0
motorcycle_065847.jpg,500,500,motorcycle,119.0,195.0,302.0,318.0
disabled_551.jpg,500,500,disabled,63.0,194.0,217.0,269.0
car-new_RQS-402.jpg,500,500,car-new,35.0,118.0,208.0,213.0
small-truck_074147.jpg,500,500,small-truck,144.0,191.0,332.0,293.0
disabled_355.jpg,500,500,disabled,112.0,237.0,283.0,333.0
car-new_HTD-061.jpg,500,500,car-new,354.0,120.0,496.0,220.0
truck_173924.jpg,500,500,truck,128.0,162.0,315.0,269.0
truck_053078.jpg,500,500,truck,291.0,90.0,487.0,185.0
car-new_BJE-660.jpg,500,500,car-new,82.0,5.0,245.0,91.0
car-old_961739.jpg,500,500,car-old,2.0,302.0,137.0,405.0
motorcycle_122434.jpg,500,500,motorcycle,165.0,408.0,332.0,494.0
car-old_503846.jpg,500,500,car-old,240.0,137.0,412.0,232.0
small-truck_868108.jpg,500,500,small-truck,218.0,280.0,410.0,375.0
small-truck_340657.jpg,500,500,small-truck,159.0,259.0,281.0,326.0
truck_358951.jpg,500,500,truck,185.0,351.0,346.0,438.0
truck_725714.jpg,500,500,truck,253.0,183.0,428.0,295.0
car-old_979858.jpg,500,500,car-old,191.0,50.0,391.0,160.0
small-truck_368600.jpg,500,500,small-truck,53.0,171.0,196.0,255.0
disabled_791.jpg,500,500,disabled,276.0,26.0,404.0,122.0
small-truck_629940.jpg,500,500,small-truck,57.0,262.0,247.0,366.0
taxi_7240.jpg,500,500,taxi,275.0,87.0,485.0,188.0
small-truck_090327.jpg,500,500,small-truck,291.0,241.0,399.0,323.0
truck_400027.jpg,500,500,truck,233.0,221.0,397.0,323.0
taxi_1485.jpg,500,500,taxi,113.0,301.0,314.0,411.0
disabled_337.jpg,500,500,disabled,41.0,199.0,189.0,277.0
small-truck_000039.jpg,500,500,small-truck,258.0,387.0,418.0,475.0
taxi_6186.jpg,500,500,taxi,228.0,1.0,377.0,81.0
truck_209863.jpg,500,500,truck,89.0,301.0,190.0,378.0
small-truck_356362.jpg,500,500,small-truck,47.0,158.0,195.0,249.0
motorcycle_750358.jpg,500,500,motorcycle,53.0,241.0,252.0,345.0
car-new_VXZ-534.jpg,500,500,car-new,15.0,361.0,221.0,476.0
taxi_7770.jpg,500,500,taxi,272.0,149.0,438.0,251.0
small-truck_535681.jpg,500,500,small-truck,228.0,4.0,386.0,119.0
car-old_954608.jpg,500,500,car-old,102.0,245.0,280.0,347.0
small-truck_528143.jpg,500,500,small-truck,95.0,381.0,258.0,469.0
car-old_591900.jpg,500,500,car-old,231.0,362.0,382.0,450.0
disabled_564.jpg,500,500,disabled,20.0,52.0,196.0,181.0
truck_114971.jpg,500,500,truck,312.0,234.0,463.0,312.0
disabled_888.jpg,500,500,disabled,0.0,100.0,151.0,200.0
car-new_EJY-198.jpg,500,500,car-new,341.0,171.0,493.0,281.0
truck_447962.jpg,500,500,truck,333.0,238.0,487.0,335.0
truck_366473.jpg,500,500,truck,298.0,410.0,443.0,500.0
car-old_072613.jpg,500,500,car-old,266.0,89.0,433.0,219.0
taxi_8781.jpg,500,500,taxi,168.0,124.0,321.0,205.0
car-new_PSZ-900.jpg,500,500,car-new,141.0,282.0,309.0,364.0
small-truck_758812.jpg,500,500,small-truck,74.0,211.0,184.0,282.0
disabled_443.jpg,500,500,disabled,18.0,370.0,219.0,477.0
taxi_9752.jpg,500,500,taxi,65.0,194.0,252.0,302.0
taxi_2427.jpg,500,500,taxi,251.0,181.0,423.0,279.0
truck_395782.jpg,500,500,truck,222.0,30.0,410.0,130.0
car-old_954014.jpg,500,500,car-old,246.0,53.0,426.0,140.0
disabled_550.jpg,500,500,disabled,49.0,243.0,203.0,336.0
truck_657451.jpg,500,500,truck,59.0,126.0,163.0,202.0
motorcycle_371910.jpg,500,500,motorcycle,187.0,150.0,341.0,273.0
truck_471309.jpg,500,500,truck,232.0,132.0,400.0,238.0
car-new_IVU-593.jpg,500,500,car-new,233.0,173.0,424.0,294.0
car-new_LSM-479.jpg,500,500,car-new,288.0,72.0,464.0,171.0
truck_578736.jpg,500,500,truck,166.0,231.0,329.0,321.0
truck_040782.jpg,500,500,truck,300.0,287.0,473.0,379.0
truck_618356.jpg,500,500,truck,37.0,124.0,229.0,261.0
small-truck_701160.jpg,500,500,small-truck,190.0,299.0,341.0,375.0
motorcycle_354435.jpg,500,500,motorcycle,319.0,353.0,469.0,457.0
car-new_ZYZ-279.jpg,500,500,car-new,330.0,250.0,456.0,346.0
truck_757827.jpg,500,500,truck,305.0,313.0,430.0,408.0
small-truck_809225.jpg,500,500,small-truck,174.0,245.0,333.0,333.0
motorcycle_867175.jpg,500,500,motorcycle,76.0,125.0,278.0,243.0
truck_637758.jpg,500,500,truck,148.0,386.0,298.0,465.0
disabled_619.jpg,500,500,disabled,11.0,347.0,213.0,451.0
disabled_863.jpg,500,500,disabled,167.0,62.0,278.0,137.0
car-old_868016.jpg,500,500,car-old,255.0,39.0,439.0,150.0
car-old_703631.jpg,500,500,car-old,55.0,108.0,226.0,237.0
small-truck_645036.jpg,500,500,small-truck,30.0,64.0,205.0,158.0
taxi_5068.jpg,500,500,taxi,309.0,264.0,455.0,355.0
car-old_502486.jpg,500,500,car-old,12.0,213.0,192.0,353.0
small-truck_540700.jpg,500,500,small-truck,14.0,351.0,174.0,471.0
disabled_472.jpg,500,500,disabled,308.0,74.0,428.0,136.0
taxi_9951.jpg,500,500,taxi,146.0,153.0,336.0,279.0
car-new_GUO-933.jpg,500,500,car-new,177.0,108.0,314.0,201.0
small-truck_329917.jpg,500,500,small-truck,234.0,244.0,400.0,329.0
car-new_CUY-648.jpg,500,500,car-new,256.0,234.0,463.0,335.0
car-new_RGU-550.jpg,500,500,car-new,19.0,368.0,153.0,459.0
car-old_404243.jpg,500,500,car-old,67.0,210.0,192.0,271.0
taxi_0466.jpg,500,500,taxi,291.0,21.0,410.0,85.0
disabled_199.jpg,500,500,disabled,133.0,116.0,325.0,223.0
disabled_643.jpg,500,500,disabled,168.0,338.0,313.0,435.0
truck_085860.jpg,500,500,truck,76.0,392.0,252.0,495.0
car-new_JIK-291.jpg,500,500,car-new,324.0,54.0,496.0,150.0
taxi_8311.jpg,500,500,taxi,229.0,389.0,400.0,486.0
car-new_QJT-877.jpg,500,500,car-new,45.0,265.0,182.0,361.0
motorcycle_719271.jpg,500,500,motorcycle,184.0,261.0,376.0,370.0
truck_330716.jpg,500,500,truck,71.0,303.0,217.0,416.0
small-truck_437010.jpg,500,500,small-truck,266.0,316.0,416.0,400.0
small-truck_981790.jpg,500,500,small-truck,271.0,97.0,464.0,194.0
truck_354071.jpg,500,500,truck,78.0,117.0,260.0,209.0
disabled_719.jpg,500,500,disabled,268.0,146.0,455.0,250.0
car-new_AUD-985.jpg,500,500,car-new,191.0,224.0,354.0,319.0
truck_817173.jpg,500,500,truck,67.0,25.0,215.0,104.0
motorcycle_038941.jpg,500,500,motorcycle,33.0,235.0,172.0,338.0
taxi_4223.jpg,500,500,taxi,24.0,387.0,187.0,469.0
truck_299923.jpg,500,500,truck,107.0,101.0,254.0,189.0
disabled_206.jpg,500,500,disabled,73.0,32.0,224.0,110.0
small-truck_169917.jpg,500,500,small-truck,56.0,232.0,242.0,368.0
disabled_995.jpg,500,500,disabled,261.0,8.0,445.0,113.0
small-truck_173436.jpg,500,500,small-truck,70.0,254.0,193.0,324.0
car-old_917984.jpg,500,500,car-old,128.0,188.0,235.0,263.0
motorcycle_604473.jpg,500,500,motorcycle,304.0,357.0,410.0,443.0
small-truck_120260.jpg,500,500,small-truck,80.0,41.0,270.0,159.0
car-new_TWT-368.jpg,500,500,car-new,215.0,201.0,351.0,310.0
small-truck_964413.jpg,500,500,small-truck,320.0,356.0,496.0,481.0
car-old_424434.jpg,500,500,car-old,46.0,346.0,228.0,433.0
truck_082806.jpg,500,500,truck,87.0,256.0,236.0,352.0
small-truck_418444.jpg,500,500,small-truck,233.0,126.0,351.0,190.0
car-old_420735.jpg,500,500,car-old,293.0,294.0,500.0,403.0
car-new_RSR-833.jpg,500,500,car-new,45.0,373.0,249.0,484.0
taxi_5205.jpg,500,500,taxi,32.0,6.0,162.0,112.0
car-old_933771.jpg,500,500,car-old,102.0,67.0,287.0,188.0
small-truck_999594.jpg,500,500,small-truck,69.0,340.0,267.0,452.0
taxi_8412.jpg,500,500,taxi,255.0,388.0,425.0,488.0
motorcycle_164792.jpg,500,500,motorcycle,47.0,17.0,158.0,92.0
motorcycle_413380.jpg,500,500,motorcycle,119.0,5.0,268.0,117.0
taxi_7441.jpg,500,500,taxi,7.0,7.0,151.0,111.0
small-truck_526643.jpg,500,500,small-truck,73.0,143.0,266.0,265.0
disabled_216.jpg,500,500,disabled,88.0,24.0,247.0,129.0
car-old_580268.jpg,500,500,car-old,144.0,241.0,302.0,329.0
disabled_384.jpg,500,500,disabled,50.0,130.0,204.0,237.0
taxi_6646.jpg,500,500,taxi,262.0,175.0,411.0,282.0
car-old_775446.jpg,500,500,car-old,147.0,2.0,333.0,104.0
small-truck_235649.jpg,500,500,small-truck,128.0,282.0,273.0,380.0
car-new_HEN-804.jpg,500,500,car-new,13.0,157.0,188.0,269.0
taxi_5442.jpg,500,500,taxi,45.0,325.0,213.0,424.0
car-new_CAB-103.jpg,500,500,car-new,123.0,265.0,276.0,339.0
disabled_266.jpg,500,500,disabled,144.0,205.0,302.0,294.0
motorcycle_514001.jpg,500,500,motorcycle,359.0,320.0,474.0,390.0
motorcycle_169842.jpg,500,500,motorcycle,93.0,227.0,215.0,324.0
taxi_0779.jpg,500,500,taxi,157.0,195.0,309.0,320.0
motorcycle_518357.jpg,500,500,motorcycle,25.0,322.0,198.0,415.0
truck_521987.jpg,500,500,truck,251.0,239.0,412.0,343.0
motorcycle_037598.jpg,500,500,motorcycle,149.0,279.0,317.0,361.0
truck_821860.jpg,500,500,truck,253.0,119.0,385.0,211.0
taxi_5829.jpg,500,500,taxi,315.0,55.0,433.0,121.0
car-new_LBP-572.jpg,500,500,car-new,344.0,382.0,497.0,473.0
car-old_470230.jpg,500,500,car-old,143.0,192.0,310.0,311.0
small-truck_791937.jpg,500,500,small-truck,335.0,113.0,488.0,199.0
small-truck_467297.jpg,500,500,small-truck,350.0,316.0,467.0,383.0
motorcycle_542619.jpg,500,500,motorcycle,239.0,115.0,445.0,218.0
taxi_0377.jpg,500,500,taxi,119.0,304.0,261.0,390.0
motorcycle_995446.jpg,500,500,motorcycle,335.0,130.0,486.0,225.0
disabled_179.jpg,500,500,disabled,165.0,246.0,277.0,317.0
car-old_108462.jpg,500,500,car-old,151.0,407.0,290.0,494.0
taxi_7096.jpg,500,500,taxi,285.0,105.0,442.0,196.0
car-old_477226.jpg,500,500,car-old,237.0,126.0,447.0,226.0
car-old_825631.jpg,500,500,car-old,261.0,40.0,437.0,174.0
car-new_OYK-832.jpg,500,500,car-new,295.0,296.0,484.0,399.0
small-truck_001588.jpg,500,500,small-truck,56.0,230.0,214.0,349.0
car-old_859084.jpg,500,500,car-old,103.0,180.0,226.0,277.0
small-truck_394693.jpg,500,500,small-truck,30.0,19.0,210.0,141.0
car-old_444475.jpg,500,500,car-old,148.0,237.0,327.0,333.0
truck_081180.jpg,500,500,truck,237.0,333.0,367.0,427.0
motorcycle_649194.jpg,500,500,motorcycle,321.0,240.0,492.0,360.0
truck_646994.jpg,500,500,truck,22.0,129.0,195.0,256.0
taxi_6951.jpg,500,500,taxi,266.0,84.0,387.0,152.0
truck_427885.jpg,500,500,truck,69.0,29.0,218.0,110.0
disabled_588.jpg,500,500,disabled,118.0,176.0,307.0,276.0
car-old_278843.jpg,500,500,car-old,155.0,158.0,344.0,276.0
disabled_859.jpg,500,500,disabled,32.0,143.0,215.0,270.0
taxi_4946.jpg,500,500,taxi,52.0,283.0,251.0,403.0
taxi_4865.jpg,500,500,taxi,130.0,153.0,310.0,271.0
small-truck_981279.jpg,500,500,small-truck,371.0,202.0,489.0,270.0
taxi_3530.jpg,500,500,taxi,1.0,232.0,168.0,327.0
car-old_443211.jpg,500,500,car-old,6.0,158.0,155.0,236.0
car-old_335216.jpg,500,500,car-old,261.0,46.0,463.0,161.0
disabled_526.jpg,500,500,disabled,151.0,177.0,308.0,267.0
motorcycle_930408.jpg,500,500,motorcycle,265.0,9.0,433.0,107.0
truck_765732.jpg,500,500,truck,295.0,180.0,432.0,269.0
car-old_152162.jpg,500,500,car-old,191.0,27.0,366.0,127.0
motorcycle_919964.jpg,500,500,motorcycle,274.0,75.0,446.0,204.0
disabled_051.jpg,500,500,disabled,98.0,109.0,272.0,236.0
motorcycle_550693.jpg,500,500,motorcycle,297.0,319.0,428.0,424.0
small-truck_627458.jpg,500,500,small-truck,92.0,31.0,218.0,92.0
disabled_928.jpg,500,500,disabled,361.0,104.0,498.0,192.0
small-truck_451189.jpg,500,500,small-truck,128.0,398.0,242.0,475.0
disabled_568.jpg,500,500,disabled,81.0,119.0,256.0,251.0
small-truck_664812.jpg,500,500,small-truck,56.0,23.0,230.0,124.0
car-new_EFM-973.jpg,500,500,car-new,314.0,265.0,423.0,344.0
disabled_634.jpg,500,500,disabled,92.0,309.0,268.0,437.0
car-new_XER-179.jpg,500,500,car-new,343.0,404.0,486.0,495.0
motorcycle_890868.jpg,500,500,motorcycle,260.0,211.0,448.0,323.0
motorcycle_971945.jpg,500,500,motorcycle,188.0,365.0,358.0,470.0
truck_092636.jpg,500,500,truck,43.0,332.0,197.0,442.0
small-truck_325316.jpg,500,500,small-truck,55.0,126.0,177.0,194.0
car-new_ALA-874.jpg,500,500,car-new,160.0,340.0,326.0,422.0
motorcycle_543459.jpg,500,500,motorcycle,265.0,282.0,456.0,399.0
disabled_618.jpg,500,500,disabled,304.0,164.0,481.0,258.0
car-new_UGR-016.jpg,500,500,car-new,247.0,312.0,418.0,442.0
car-new_YHQ-174.jpg,500,500,car-new,316.0,259.0,484.0,340.0
motorcycle_118925.jpg,500,500,motorcycle,226.0,80.0,423.0,180.0
car-new_OIY-770.jpg,500,500,car-new,251.0,243.0,365.0,312.0
small-truck_168603.jpg,500,500,small-truck,191.0,286.0,367.0,384.0
car-new_OJS-130.jpg,500,500,car-new,94.0,389.0,215.0,453.0
taxi_1291.jpg,500,500,taxi,17.0,16.0,191.0,113.0
car-new_NBC-762.jpg,500,500,car-new,4.0,307.0,180.0,403.0
disabled_528.jpg,500,500,disabled,44.0,246.0,215.0,359.0
car-new_CPR-558.jpg,500,500,car-new,163.0,315.0,311.0,401.0
motorcycle_930439.jpg,500,500,motorcycle,215.0,230.0,383.0,340.0
truck_281424.jpg,500,500,truck,95.0,42.0,283.0,142.0
car-old_338936.jpg,500,500,car-old,299.0,70.0,499.0,181.0
car-old_274369.jpg,500,500,car-old,117.0,323.0,266.0,405.0
disabled_562.jpg,500,500,disabled,279.0,117.0,428.0,203.0
taxi_9587.jpg,500,500,taxi,176.0,4.0,324.0,85.0
motorcycle_393831.jpg,500,500,motorcycle,110.0,32.0,313.0,143.0
car-new_IFL-685.jpg,500,500,car-new,186.0,121.0,332.0,202.0
motorcycle_004606.jpg,500,500,motorcycle,136.0,203.0,342.0,324.0
disabled_604.jpg,500,500,disabled,167.0,309.0,345.0,397.0
car-new_LDA-072.jpg,500,500,car-new,313.0,89.0,478.0,206.0
small-truck_051954.jpg,500,500,small-truck,167.0,131.0,286.0,208.0
car-new_MEG-869.jpg,500,500,car-new,81.0,319.0,252.0,414.0
truck_430239.jpg,500,500,truck,220.0,313.0,384.0,424.0
disabled_787.jpg,500,500,disabled,339.0,374.0,490.0,452.0
car-new_NVD-108.jpg,500,500,car-new,12.0,193.0,215.0,310.0
motorcycle_773596.jpg,500,500,motorcycle,286.0,328.0,455.0,427.0
truck_047892.jpg,500,500,truck,199.0,251.0,378.0,362.0
motorcycle_893741.jpg,500,500,motorcycle,200.0,310.0,353.0,418.0
car-old_090400.jpg,500,500,car-old,274.0,141.0,424.0,236.0
taxi_8948.jpg,500,500,taxi,235.0,292.0,419.0,387.0
disabled_956.jpg,500,500,disabled,63.0,220.0,196.0,311.0
taxi_1165.jpg,500,500,taxi,79.0,222.0,219.0,323.0
motorcycle_525730.jpg,500,500,motorcycle,207.0,100.0,355.0,180.0
car-new_SGN-532.jpg,500,500,car-new,282.0,186.0,460.0,287.0
taxi_4259.jpg,500,500,taxi,163.0,163.0,352.0,281.0
car-new_HXR-956.jpg,500,500,car-new,262.0,242.0,407.0,357.0
small-truck_115189.jpg,500,500,small-truck,237.0,10.0,383.0,110.0
disabled_852.jpg,500,500,disabled,84.0,147.0,268.0,271.0
small-truck_080534.jpg,500,500,small-truck,141.0,361.0,330.0,462.0
car-new_VMU-449.jpg,500,500,car-new,240.0,129.0,374.0,220.0
disabled_067.jpg,500,500,disabled,23.0,395.0,169.0,494.0
disabled_201.jpg,500,500,disabled,40.0,166.0,143.0,243.0
taxi_5371.jpg,500,500,taxi,181.0,174.0,344.0,273.0
car-new_DEN-154.jpg,500,500,car-new,177.0,262.0,359.0,357.0
disabled_644.jpg,500,500,disabled,99.0,223.0,279.0,331.0
taxi_1266.jpg,500,500,taxi,49.0,226.0,227.0,325.0
car-old_221539.jpg,500,500,car-old,36.0,394.0,191.0,466.0
small-truck_905231.jpg,500,500,small-truck,38.0,357.0,194.0,480.0
car-old_415197.jpg,500,500,car-old,346.0,181.0,459.0,252.0
motorcycle_342464.jpg,500,500,motorcycle,7.0,37.0,193.0,140.0
taxi_9718.jpg,500,500,taxi,150.0,86.0,308.0,208.0
car-old_635918.jpg,500,500,car-old,43.0,255.0,195.0,365.0
motorcycle_779183.jpg,500,500,motorcycle,40.0,309.0,219.0,426.0
taxi_1934.jpg,500,500,taxi,250.0,354.0,372.0,429.0
disabled_788.jpg,500,500,disabled,204.0,97.0,334.0,199.0
taxi_0595.jpg,500,500,taxi,254.0,82.0,405.0,191.0
taxi_4383.jpg,500,500,taxi,185.0,316.0,348.0,418.0
small-truck_910626.jpg,500,500,small-truck,305.0,203.0,460.0,297.0
car-old_993169.jpg,500,500,car-old,36.0,380.0,220.0,485.0
disabled_742.jpg,500,500,disabled,283.0,356.0,453.0,487.0
small-truck_819524.jpg,500,500,small-truck,100.0,81.0,222.0,142.0
taxi_6583.jpg,500,500,taxi,252.0,308.0,387.0,398.0
car-old_444723.jpg,500,500,car-old,277.0,55.0,430.0,147.0
truck_668683.jpg,500,500,truck,298.0,107.0,450.0,188.0
disabled_538.jpg,500,500,disabled,41.0,276.0,177.0,380.0
motorcycle_032819.jpg,500,500,motorcycle,155.0,358.0,302.0,464.0
truck_296116.jpg,500,500,truck,78.0,236.0,224.0,329.0
truck_727374.jpg,500,500,truck,92.0,253.0,279.0,355.0
disabled_298.jpg,500,500,disabled,280.0,224.0,481.0,332.0
motorcycle_198722.jpg,500,500,motorcycle,322.0,356.0,491.0,456.0
disabled_908.jpg,500,500,disabled,3.0,293.0,164.0,377.0
small-truck_117135.jpg,500,500,small-truck,49.0,256.0,227.0,372.0
disabled_012.jpg,500,500,disabled,279.0,160.0,466.0,260.0
motorcycle_546149.jpg,500,500,motorcycle,26.0,305.0,149.0,369.0
taxi_3777.jpg,500,500,taxi,71.0,19.0,258.0,119.0
small-truck_640725.jpg,500,500,small-truck,92.0,196.0,263.0,325.0
taxi_4063.jpg,500,500,taxi,83.0,365.0,211.0,459.0
truck_225803.jpg,500,500,truck,132.0,358.0,296.0,441.0
small-truck_980277.jpg,500,500,small-truck,282.0,39.0,422.0,124.0
car-old_544427.jpg,500,500,car-old,0.0,235.0,165.0,340.0
motorcycle_711575.jpg,500,500,motorcycle,120.0,392.0,283.0,482.0
car-new_ZKW-252.jpg,500,500,car-new,299.0,216.0,488.0,321.0
small-truck_320358.jpg,500,500,small-truck,179.0,91.0,301.0,159.0
car-old_592100.jpg,500,500,car-old,292.0,170.0,457.0,251.0
small-truck_800820.jpg,500,500,small-truck,189.0,6.0,370.0,132.0
car-new_STZ-506.jpg,500,500,car-new,184.0,83.0,319.0,173.0
taxi_3208.jpg,500,500,taxi,167.0,21.0,372.0,143.0
taxi_3324.jpg,500,500,taxi,193.0,88.0,365.0,181.0
taxi_7145.jpg,500,500,taxi,180.0,275.0,300.0,340.0
small-truck_472114.jpg,500,500,small-truck,55.0,381.0,210.0,490.0
car-old_599051.jpg,500,500,car-old,216.0,282.0,376.0,367.0
truck_257839.jpg,500,500,truck,118.0,76.0,226.0,150.0
car-new_HJZ-424.jpg,500,500,car-new,164.0,232.0,350.0,352.0
car-old_370325.jpg,500,500,car-old,306.0,118.0,475.0,242.0
disabled_045.jpg,500,500,disabled,60.0,366.0,237.0,477.0
taxi_5843.jpg,500,500,taxi,99.0,322.0,229.0,414.0
small-truck_928289.jpg,500,500,small-truck,14.0,115.0,192.0,217.0
truck_174354.jpg,500,500,truck,182.0,106.0,382.0,225.0
small-truck_847984.jpg,500,500,small-truck,81.0,117.0,208.0,211.0
car-new_XAS-466.jpg,500,500,car-new,131.0,83.0,272.0,190.0
car-new_MNV-316.jpg,500,500,car-new,326.0,3.0,450.0,64.0
motorcycle_053369.jpg,500,500,motorcycle,231.0,238.0,380.0,323.0
car-old_715099.jpg,500,500,car-old,57.0,37.0,202.0,114.0
car-new_UEC-336.jpg,500,500,car-new,296.0,240.0,464.0,374.0
disabled_408.jpg,500,500,disabled,101.0,157.0,294.0,277.0
taxi_5059.jpg,500,500,taxi,275.0,379.0,438.0,477.0
truck_258204.jpg,500,500,truck,229.0,90.0,417.0,211.0
small-truck_185695.jpg,500,500,small-truck,193.0,174.0,310.0,247.0
motorcycle_033448.jpg,500,500,motorcycle,25.0,350.0,137.0,434.0
car-new_XRC-828.jpg,500,500,car-new,228.0,312.0,432.0,445.0
car-new_KRL-792.jpg,500,500,car-new,56.0,378.0,215.0,465.0
small-truck_505433.jpg,500,500,small-truck,188.0,362.0,332.0,455.0
car-new_RXD-391.jpg,500,500,car-new,17.0,289.0,163.0,390.0
small-truck_652714.jpg,500,500,small-truck,116.0,306.0,263.0,385.0
truck_946451.jpg,500,500,truck,117.0,226.0,267.0,343.0
small-truck_026728.jpg,500,500,small-truck,224.0,113.0,423.0,216.0
car-new_NMJ-749.jpg,500,500,car-new,364.0,237.0,470.0,312.0
small-truck_095570.jpg,500,500,small-truck,81.0,264.0,231.0,342.0
motorcycle_052177.jpg,500,500,motorcycle,108.0,269.0,295.0,370.0
car-old_478217.jpg,500,500,car-old,153.0,27.0,278.0,122.0
car-new_RIG-655.jpg,500,500,car-new,49.0,351.0,217.0,481.0
truck_035767.jpg,500,500,truck,134.0,104.0,274.0,196.0
taxi_2797.jpg,500,500,taxi,224.0,20.0,373.0,131.0
disabled_575.jpg,500,500,disabled,332.0,313.0,480.0,393.0
truck_091154.jpg,500,500,truck,314.0,174.0,468.0,247.0
disabled_959.jpg,500,500,disabled,17.0,113.0,186.0,230.0
taxi_7382.jpg,500,500,taxi,265.0,387.0,367.0,463.0
